Genesis,Jonah,Ruth,Job,Exodus,Leviticus,Numbers,Deuteronomy,Joshua,Judges,Samuel,Kings,Esther,Daniel,Ezra,Nehemiah,Chronicles
2423,89,258,68,2430,2556,2103,2655,826,919,2973,2619,217,424,142,433,1381
