Jonah,Job,Ruth,Genesis,Exodus,Leviticus,Numbers,Deuteronomy,Joshua,Judges,Samuel,Kings,Esther,Daniel,Ezra,Nehemiah,Chronicles
110,141,201,3300,1633,296,1500,460,1420,1756,3809,4038,448,240,351,615,3471
