cl_id,book,chapter,verse,clause_type_etcbc,clause_rela,book2,ebh_lbh,genre,txt_type,s_p_order,CP,cl_len,subj_type,subj_det,subj_len,pc_type,pc_det,pc_len,main_sub,nega,language,Adju,Cmpl,Conj,EPPr,ExsS,Exst,Frnt,IntS,Intj,Loca,ModS,Modi,NCoS,NCop,Nega,Objc,PrAd,PrcS,PreO,PreS,PtcO,Ques,Rela,Supp,Time,Voct,Unkn,mother
504021,Ecclesiastes,3,13,NmCl,Resu_,Ecclesiastes,other,poetry,Q,PS,no_conj,2,PPrP,det,1,NP,und,2,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_pred
504034,Ecclesiastes,3,15,NmCl,Resu_,Ecclesiastes,other,poetry,Q,PS,no_conj,2,PPrP,det,1,NP,und,1,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_pred
504065,Ecclesiastes,3,21,NmCl,Resu_,Ecclesiastes,other,poetry,?,SP,no_conj,2,PPrP,det,1,PP,und,2,SubArg,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_pred
504068,Ecclesiastes,3,21,NmCl,Resu_,Ecclesiastes,other,poetry,?,SP,no_conj,2,PPrP,det,1,PP,und,5,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_pred
504233,Ecclesiastes,5,18,NmCl,Resu_,Ecclesiastes,other,poetry,Q,PS,no_conj,2,PPrP,det,1,NP,und,2,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_pred
504506,Ecclesiastes,9,4,AjCl,Resu_,Ecclesiastes,other,poetry,Q,SP,no_conj,3,PPrP,det,1,AdjP,NA,1,SubAdv,non_neg,Hebrew,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_pred
506155,Daniel,2,20,NmCl,Resu_,Daniel,lbh,prose,Q,PS,DJ,3,PPrP,det,1,PP,det,2,SubAdv,non_neg,Aramaic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_pred
507193,Daniel,8,21,NmCl,Resu_,Daniel,lbh,prose,Q,SP,no_conj,2,PPrP,det,1,NP,det,4,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_pred
507215,Daniel,8,26,NmCl,Resu_,Daniel,lbh,prose,Q,PS,no_conj,2,PPrP,det,1,NP,und,1,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_pred
507843,Ezra,2,59,NmCl,Resu_,Ezra,lbh,prose,N,PS,>M,3,PPrP,det,1,PP,det,2,SubArg,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_pred
508411,Ezra,9,11,NmCl,Resu_,Ezra,lbh,prose,Q,PS,no_conj,3,PPrP,det,1,NP,und,2,Main,non_neg,Hebrew,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_pred
509235,Nehemiah,8,9,AjCl,Resu_,Nehemiah,lbh,prose,Q,PS,no_conj,3,PPrP,det,1,AdjP,NA,1,Main,non_neg,Hebrew,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_pred
509249,Nehemiah,8,10,NmCl,Resu_,Nehemiah,lbh,prose,Q,SP,no_conj,2,PPrP,det,1,NP,det,2,SubAdv,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_pred
509888,1_Chronicles,1,31,NmCl,Resu_,Chronicles,lbh,prose,?,SP,no_conj,2,PPrP,det,1,NP,det,2,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_pred
510482,1_Chronicles,8,6,NmCl,Resu_,Chronicles,lbh,prose,N,SP,no_conj,3,PPrP,det,1,NP,und,2,Main,non_neg,Hebrew,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_pred
511688,1_Chronicles,22,1,NmCl,Resu_,Chronicles,lbh,prose,Q,SP,no_conj,2,PPrP,det,1,NP,det,4,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_pred
512307,1_Chronicles,29,16,NmCl,Resu_,Chronicles,lbh,prose,Q,PS,no_conj,2,PPrP,det,1,PP,det,3,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_pred
515294,2_Chronicles,33,13,NmCl,Resu_,Chronicles,lbh,prose,N,SP,no_conj,2,PPrP,det,1,NP,det,2,SubArg,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_pred
