verb,cl_id,book,chapter,verse,language,main_sub,txt_type,genre,clause
NTN,448799,Joshua,1,15,Hebrew,SubMod,Q,prose,>CR NTN LKM MCH <BD JHWH B <BR H JRDN MZRX H CMC
NTN,448864,Joshua,2,9,Hebrew,SubArg,Q,prose,KJ NTN JHWH LKM >T H >RY
NTN,448882,Joshua,2,12,Hebrew,Main,Q,prose,W NTTM LJ >WT >MT
NTN,448891,Joshua,2,14,Hebrew,SubAdv,Q,prose,B TT JHWH LNW >T H >RY
NTN,448940,Joshua,2,24,Hebrew,Main,Q,prose,KJ NTN JHWH B JDNW >T KL H >RY
NTN,449133,Joshua,5,6,Hebrew,SubAdv,N,prose,L TT LNW
NTN,449183,Joshua,6,2,Hebrew,Main,Q,prose,NTTJ B JDK >T JRJXW W >T MLKH GBWRJ H XJL
NTN,449250,Joshua,6,16,Hebrew,SubAdv,Q,prose,KJ NTN JHWH LKM >T H <JR
NTN,449289,Joshua,6,24,Hebrew,Main,N,prose,RQ H KSP W H ZHB W KLJ H NXCT W H BRZL NTNW >WYR BJT JHWH
NTN,449336,Joshua,7,7,Hebrew,SubAdv,Q,prose,L TT >TNW B JD H >MRJ
NTN,449401,Joshua,7,19,Hebrew,Main,Q,prose,W TN LW TWDH
NTN,449441,Joshua,8,1,Hebrew,Main,Q,prose,NTTJ B JDK >T MLK H <J W >T <MW W >T <JRW W >T >RYW
NTN,449472,Joshua,8,7,Hebrew,Main,Q,prose,W NTNH JHWH >LHJKM B JDKM
NTN,449521,Joshua,8,18,Hebrew,SubAdv,Q,prose,KJ B JDK >TNNH
NTN,449695,Joshua,9,24,Hebrew,SubAdv,Q,prose,L TT LKM >T KL H >RY
NTN,449706,Joshua,9,27,Hebrew,Main,N,prose,W JTNM JHWC< B  JWM H HW> XVBJ <YJM W C>BJ MJM L  <DH W L MZBX JHWH <D H JWM H ZH >L H MQWM
NTN,449740,Joshua,10,8,Hebrew,SubAdv,Q,prose,KJ B JDK NTTJM
NTN,449757,Joshua,10,12,Hebrew,SubMod,D,prose,TT JHWH >T H >MRJ L PNJ BNJ JFR>L
NTN,449787,Joshua,10,19,Hebrew,Main,Q,prose,>L TTNWM
NTN,449789,Joshua,10,19,Hebrew,SubAdv,Q,prose,KJ NTNM JHWH >LHJKM B JDKM
NTN,449840,Joshua,10,30,Hebrew,Main,N,prose,W JTN JHWH GM >WTH B JD JFR>L W >T MLKH
NTN,449850,Joshua,10,32,Hebrew,Main,N,prose,W JTN JHWH >T LKJC B JD JFR>L
NTN,449919,Joshua,11,6,Hebrew,SubAdv,Q,prose,KJ MXR K  <T H Z>T >NKJ NTN >T KLM XLLJM L PNJ JFR>L
NTN,449924,Joshua,11,8,Hebrew,Main,N,prose,W JTNM JHWH B JD JFR>L
NTN,449984,Joshua,11,23,Hebrew,Main,N,prose,W JTNH JHWC< L NXLH L JFR>L K MXLQTM L CBVJHM
NTN,449998,Joshua,12,6,Hebrew,Main,N,prose,W JTNH MCH <BD JHWH JRCH L  R>WBNJ W L  GDJ W L XYJ CBV H MNCH
NTN,450002,Joshua,12,7,Hebrew,Main,N,prose,W JTNH JHWC< L CBVJ JFR>L JRCH K MXLQTM
NTN,450060,Joshua,13,8,Hebrew,SubMod,?,prose,>CR NTN LHM MCH
NTN,450061,Joshua,13,8,Hebrew,SubAdv,?,prose,K >CR NTN LHM MCH <BD JHWH
NTN,450075,Joshua,13,14,Hebrew,Main,N,prose,RQ L CBV H LWJ L> NTN NXLH
NTN,450079,Joshua,13,15,Hebrew,Main,N,prose,W JTN MCH L MVH BNJ R>WBN L MCPXTM
NTN,450095,Joshua,13,24,Hebrew,Main,N,prose,W JTN MCH L MVH GD L BNJ GD L MCPXTM
NTN,450102,Joshua,13,29,Hebrew,Main,N,prose,W JTN MCH L XYJ CBV MNCH
NTN,450110,Joshua,13,33,Hebrew,Main,?,prose,W L CBV H LWJ L> NTN MCH NXLH
NTN,450119,Joshua,14,3,Hebrew,SubAdv,?,prose,KJ NTN MCH NXLT CNJ H MVWT W XYJ H MVH M <BR L  JRDN
NTN,450120,Joshua,14,3,Hebrew,Main,?,prose,W L  LWJM L> NTN NXLH B TWKM
NTN,450122,Joshua,14,4,Hebrew,Main,?,prose,W L> NTNW XLQ L  LWJM B  >RY
NTN,450162,Joshua,14,12,Hebrew,Main,Q,prose,TNH LJ >T H HR H ZH
NTN,450171,Joshua,14,13,Hebrew,Main,N,prose,W JTN >T XBRWN L KLB BN JPNH L NXLH
NTN,450223,Joshua,15,13,Hebrew,Main,N,prose,W L KLB BN JPNH NTN XLQ B TWK BNJ JHWDH >L PJ JHWH L JHWC< >T QRJT_>RB< >BJ H <NQ
NTN,450231,Joshua,15,16,Hebrew,Main,Q,prose,W NTTJ LW >T <KSH BTJ L >CH
NTN,450233,Joshua,15,17,Hebrew,Main,N,prose,W JTN LW >T <KSH BTW L >CH
NTN,450242,Joshua,15,19,Hebrew,Main,Q,prose,TNH LJ BRKH
NTN,450243,Joshua,15,19,Hebrew,SubAdv,Q,prose,KJ >RY H NGB NTTNJ
NTN,450244,Joshua,15,19,Hebrew,Main,Q,prose,W NTTH LJ GLT MJM
NTN,450245,Joshua,15,19,Hebrew,Main,N,prose,W JTN LH >T GLT <LJWT W >T GLT TXTJWT
NTN,450347,Joshua,17,4,Hebrew,SubArg,Q,prose,L TT LNW NXLH B TWK >XJNW
NTN,450348,Joshua,17,4,Hebrew,Main,N,prose,W JTN LHM >L PJ JHWH NXLH B TWK >XJ >BJHN
NTN,450374,Joshua,17,13,Hebrew,Main,N,prose,W JTNW >T H KN<NJ L MS
NTN,450378,Joshua,17,14,Hebrew,Main,Q,prose,MDW< NTTH LJ NXLH GWRL >XD W XBL >XD
NTN,450413,Joshua,18,3,Hebrew,SubMod,Q,prose,>CR NTN LKM JHWH >LHJ >BWTJKM
NTN,450429,Joshua,18,7,Hebrew,SubMod,Q,prose,>CR NTN LHM MCH <BD JHWH
NTN,450576,Joshua,19,49,Hebrew,Main,N,prose,W JTNW BNJ JFR>L NXLH L JHWC< BN NWN B TWKM
NTN,450577,Joshua,19,50,Hebrew,Main,N,prose,<L PJ JHWH NTNW LW >T H <JR >T TMNT_SRX B HR >PRJM
NTN,450589,Joshua,20,2,Hebrew,Main,Q,prose,TNW LKM >T <RJ H MQLV
NTN,450597,Joshua,20,4,Hebrew,Main,Q,prose,W NTNW LW MQWM
NTN,450612,Joshua,20,8,Hebrew,Main,N,prose,W M <BR L JRDN JRJXW MZRXH NTNW >T BYR B  MDBR B  MJCR M MVH R>WBN
NTN,450624,Joshua,21,2,Hebrew,SubArg,Q,prose,L TT LNW <RJM W MGRCJHN L BHMTNW
NTN,450626,Joshua,21,3,Hebrew,Main,N,prose,W JTNW BNJ JFR>L L  LWJM M NXLTM >L PJ JHWH >T H <RJM H >LH W >T MGRCJHN
NTN,450632,Joshua,21,8,Hebrew,Main,N,prose,W JTNW BNJ JFR>L L  LWJM >T H <RJM H >LH W >T MGRCJHN B  GWRL
NTN,450634,Joshua,21,9,Hebrew,Main,N,prose,W JTNW M MVH BNJ JHWDH W M MVH BNJ CM<WN >T H <RJM H >LH
NTN,450638,Joshua,21,11,Hebrew,Main,N,prose,W JTNW LHM >T QRJT_>RB< >BJ H <NWQ B HR JHWDH W >T MGRCH SBJBTJH
NTN,450640,Joshua,21,12,Hebrew,Main,N,prose,W >T FDH H <JR W >T XYRJH NTNW L KLB BN JPNH B >XZTW
NTN,450641,Joshua,21,13,Hebrew,Main,N,prose,W L BNJ >HRN H KHN NTNW >T <JR MQLV H RYX >T XBRWN W >T MGRCH
NTN,450660,Joshua,21,21,Hebrew,Main,N,prose,W JTNW LHM >T <JR MQLV H RYX >T CKM W >T MGRCH B HR >PRJM
NTN,450714,Joshua,21,43,Hebrew,Main,N,prose,W JTN JHWH L JFR>L >T KL H >RY
NTN,450716,Joshua,21,43,Hebrew,SubAdv,N,prose,L TT L >BWTM
NTN,450722,Joshua,21,44,Hebrew,Main,N,prose,>T KL >JBJHM NTN JHWH B JDM
NTN,450739,Joshua,22,4,Hebrew,SubMod,Q,prose,>CR NTN LKM MCH <BD JHWH B <BR H JRDN
NTN,450751,Joshua,22,7,Hebrew,Main,N,prose,W L XYJ CBV H MNCH NTN MCH B  BCN
NTN,450752,Joshua,22,7,Hebrew,Main,N,prose,W L XYJW NTN JHWC< <M >XJHM M <BR H JRDN JMH
NTN,450826,Joshua,22,25,Hebrew,Main,Q,prose,W GBWL NTN JHWH BJNNW W BJNJKM >T H JRDN
NTN,450928,Joshua,23,13,Hebrew,SubMod,D,prose,>CR NTN LKM JHWH >LHJKM
NTN,450941,Joshua,23,15,Hebrew,SubMod,Q,prose,>CR NTN LKM JHWH >LHJKM
NTN,450949,Joshua,23,16,Hebrew,SubMod,Q,prose,>CR NTN LKM
NTN,450960,Joshua,24,3,Hebrew,Main,N,prose,W >TN LW >T JYXQ
NTN,450961,Joshua,24,4,Hebrew,Main,N,prose,W >TN L JYXQ >T J<QB W >T <FW
NTN,450962,Joshua,24,4,Hebrew,Main,N,prose,W >TN L <FW >T HR F<JR
NTN,450982,Joshua,24,8,Hebrew,Main,N,prose,W >TN >WTM B JDKM
NTN,450997,Joshua,24,11,Hebrew,Main,N,prose,W >TN >WTM B JDKM
NTN,451002,Joshua,24,13,Hebrew,Main,N,prose,W >TN LKM >RY W <RJM
NTN,451095,Joshua,24,33,Hebrew,SubMod,N,prose,>CR NTN LW B HR >PRJM
NTN,451103,Judges,1,2,Hebrew,Main,Q,prose,HNH NTTJ >T H >RY B JDW
NTN,451110,Judges,1,4,Hebrew,Main,N,prose,W JTN JHWH >T H KN<NJ W H PRZJ B JDM
NTN,451142,Judges,1,12,Hebrew,Main,Q,prose,W NTTJ LW >T <KSH BTJ L >CH
NTN,451145,Judges,1,13,Hebrew,Main,N,prose,W JTN LW >T <KSH BTW L >CH
NTN,451155,Judges,1,15,Hebrew,SubAdv,Q,prose,KJ >RY H NGB NTTNJ
NTN,451156,Judges,1,15,Hebrew,Main,Q,prose,W NTTH LJ GLT MJM
NTN,451157,Judges,1,15,Hebrew,Main,N,prose,W JTN LH KLB >T GLT <LJT W >T GLT TXTJT
NTN,451173,Judges,1,20,Hebrew,Main,N,prose,W JTNW L KLB >T XBRWN
NTN,451215,Judges,1,34,Hebrew,SubAdv,N,prose,KJ L> NTNW
NTN,451271,Judges,2,14,Hebrew,Main,N,prose,W JTNM B JD CSJM
NTN,451317,Judges,2,23,Hebrew,Main,N,prose,W L> NTNM B JD JHWC<
NTN,451335,Judges,3,6,Hebrew,Main,N,prose,W >T BNWTJHM NTNW L BNJHM
NTN,451351,Judges,3,10,Hebrew,Main,N,prose,W JTN JHWH B JDW >T KWCN_RC<TJM MLK >RM
NTN,451431,Judges,3,28,Hebrew,SubAdv,Q,prose,KJ NTN JHWH >T >JBJKM >T MW>B B JDKM
NTN,451434,Judges,3,28,Hebrew,Main,N,prose,W L> NTNW >JC
NTN,451466,Judges,4,7,Hebrew,Main,Q,prose,W NTTJHW B JDK
NTN,451492,Judges,4,14,Hebrew,SubMod,Q,prose,>CR NTN JHWH >T SJSR> B JDK
NTN,451645,Judges,5,25,Hebrew,Main,Q,prose,XLB NTNH
NTN,451679,Judges,6,1,Hebrew,Main,N,prose,W JTNM JHWH B JD MDJN CB< CNJM
NTN,451709,Judges,6,9,Hebrew,Main,N,prose,W >TNH LKM >T >RYM
NTN,451734,Judges,6,13,Hebrew,Main,N,prose,W JTNNW B KP MDJN
NTN,451884,Judges,7,2,Hebrew,SubAdv,Q,prose,M TTJ >T MDJN B JDM
NTN,451924,Judges,7,7,Hebrew,Main,Q,prose,W NTTJ >T MDJN B JDK
NTN,451935,Judges,7,9,Hebrew,SubAdv,Q,prose,KJ NTTJW B JDK
NTN,451963,Judges,7,14,Hebrew,Main,Q,prose,NTN H >LHJM B JDW >T MDJN W >T KL H MXNH
NTN,451970,Judges,7,15,Hebrew,SubAdv,Q,prose,KJ NTN JHWH B JDKM >T MXNH MDJN
NTN,451972,Judges,7,16,Hebrew,Main,N,prose,W JTN CWPRWT B JD KLM W KDJM RQJM
NTN,452031,Judges,8,3,Hebrew,Main,Q,prose,B JDKM NTN >LHJM >T FRJ MDJN >T <RB W >T Z>B
NTN,452041,Judges,8,5,Hebrew,Main,Q,prose,TNW N> KKRWT LXM L  <M
NTN,452047,Judges,8,6,Hebrew,SubAdv,Q,prose,KJ NTN L YB>K LXM
NTN,452050,Judges,8,7,Hebrew,SubAdv,Q,prose,B TT JHWH >T ZBX W >T YLMN< B JDJ
NTN,452084,Judges,8,15,Hebrew,SubAdv,Q,prose,KJ NTN L >NCJK H J<PJM LXM
NTN,452123,Judges,8,24,Hebrew,Main,Q,prose,W TNW LJ >JC NZM CLLW
NTN,452127,Judges,8,25,Hebrew,Main,Q,prose,NTWN NTN
NTN,452175,Judges,9,4,Hebrew,Main,N,prose,W JTNW LW CB<JM KSP M BJT B<L_BRJT
NTN,452285,Judges,9,29,Hebrew,Main,Q,prose,W MJ JTN >T H <M H ZH B JDJ
NTN,452519,Judges,11,9,Hebrew,Main,Q,prose,W NTN JHWH >WTM L PNJ
NTN,452568,Judges,11,21,Hebrew,Main,N,prose,W JTN JHWH >LHJ JFR>L >T SJXWN W >T KL <MW B JD JFR>L
NTN,452601,Judges,11,30,Hebrew,Main,Q,prose,>M NTWN TTN >T BNJ <MWN B JDJ
NTN,452611,Judges,11,32,Hebrew,Main,N,prose,W JTNM JHWH B JDW
NTN,452671,Judges,12,3,Hebrew,Main,N,prose,W JTNM JHWH B JDJ
NTN,452722,Judges,13,1,Hebrew,Main,N,prose,W JTNM JHWH B JD PLCTJM >RB<JM CNH
NTN,452884,Judges,14,9,Hebrew,Main,N,prose,W JTN LHM
NTN,452899,Judges,14,12,Hebrew,Main,Q,prose,W NTTJ LKM CLCJM SDJNJM W CLCJM XLPT BGDJM
NTN,452902,Judges,14,13,Hebrew,Main,Q,prose,W NTTM >TM LJ CLCJM SDJNJM W CLCJM XLJPWT BGDJM
NTN,452945,Judges,14,19,Hebrew,Main,N,prose,W JTN H XLJPWT L MGJDJ H XJDH
NTN,452954,Judges,15,1,Hebrew,Main,N,prose,W L> NTNW >BJH
NTN,452959,Judges,15,2,Hebrew,Main,N,prose,W >TNNH L MR<K
NTN,452978,Judges,15,6,Hebrew,Main,N,prose,W JTNH L MR<HW
NTN,453010,Judges,15,12,Hebrew,SubAdv,Q,prose,L TTK B JD PLCTJM
NTN,453018,Judges,15,13,Hebrew,Main,Q,prose,W NTNWK B JDM
NTN,453045,Judges,15,18,Hebrew,Main,Q,prose,>TH NTT B JD <BDK >T H TCW<H H GDLH H Z>T
NTN,453087,Judges,16,5,Hebrew,Main,Q,prose,W >NXNW NTN LK >JC >LP W M>H KSP
NTN,453195,Judges,16,23,Hebrew,Main,Q,prose,NTN >LHJNW B JDNW >T CMCWN >WJBJNW
NTN,453199,Judges,16,24,Hebrew,Main,Q,prose,NTN >LHJNW B JDNW >T >WJBNW W >T MXRJB >RYNW
NTN,453264,Judges,17,4,Hebrew,Main,N,prose,W TTNHW L  YWRP
NTN,453293,Judges,17,10,Hebrew,Main,Q,prose,W >NKJ >TN LK <FRT KSP L  JMJM W <RK BGDJM W MXJTK
NTN,453362,Judges,18,10,Hebrew,SubAdv,Q,prose,KJ NTNH >LHJM B JDKM MQWM
NTN,453693,Judges,20,13,Hebrew,Main,Q,prose,TNW >T H >NCJM BNJ BLJ<L
NTN,453755,Judges,20,28,Hebrew,SubAdv,Q,prose,KJ MXR >TNNW B JDK
NTN,453784,Judges,20,36,Hebrew,Main,N,prose,W JTNW >JC JFR>L MQWM L BNJMN
NTN,453836,Judges,21,1,Hebrew,Main,Q,prose,>JC MMNW L> JTN BTW L BNJMN L >CH
NTN,453861,Judges,21,7,Hebrew,SubAdv,Q,prose,L BLTJ TT LHM M BNWTJNW L NCJM
NTN,453888,Judges,21,14,Hebrew,Main,N,prose,W JTNW LHM H NCJM
NTN,453900,Judges,21,18,Hebrew,SubAdv,Q,prose,L TT LHM NCJM M BNWTJNW
NTN,453904,Judges,21,18,Hebrew,SubArg,Q,prose,NTN >CH L BNJMN
NTN,453926,Judges,21,22,Hebrew,SubAdv,Q,prose,KJ L> >TM NTTM LHM K  <T
NTN,453956,1_Samuel,1,4,Hebrew,Main,N,prose,W NTN L PNNH >CTW W L KL BNJH W BNWTJH MNWT
NTN,453957,1_Samuel,1,5,Hebrew,Main,D,prose,W L XNH JTN MNH >XT >PJM
NTN,453987,1_Samuel,1,11,Hebrew,SubAdv,Q,prose,W NTTH L >MTK ZR< >NCJM
NTN,453988,1_Samuel,1,11,Hebrew,Main,Q,prose,W NTTJW L JHWH KL JMJ XJJW
NTN,454009,1_Samuel,1,16,Hebrew,Main,Q,prose,>L TTN >T >MTK L PNJ BT BLJ<L
NTN,454014,1_Samuel,1,17,Hebrew,Main,Q,prose,W >LHJ JFR>L JTN >T CLTK
NTN,454063,1_Samuel,1,27,Hebrew,Main,N,prose,W JTN JHWH LJ >T C>LTJ
NTN,454109,1_Samuel,2,10,Hebrew,Main,Q,prose,W JTN <Z L MLKW
NTN,454129,1_Samuel,2,15,Hebrew,Main,Q,prose,TNH BFR
NTN,454139,1_Samuel,2,16,Hebrew,SubAdv,Q,prose,KJ <TH TTN
NTN,454191,1_Samuel,2,28,Hebrew,Main,N,prose,W >TNH L BJT >BJK >T KL >CJ BNJ JFR>L
NTN,454540,1_Samuel,6,5,Hebrew,Main,Q,prose,W NTTM L >LHJ JFR>L KBWD
NTN,454556,1_Samuel,6,8,Hebrew,Main,Q,prose,W NTTM >TW >L H <GLH
NTN,454711,1_Samuel,8,6,Hebrew,Main,Q,prose,TNH LNW MLK
NTN,454745,1_Samuel,8,14,Hebrew,Main,Q,prose,W NTN L <BDJW
NTN,454747,1_Samuel,8,15,Hebrew,Main,Q,prose,W NTN L SRJSJW W L <BDJW
NTN,454820,1_Samuel,9,8,Hebrew,Main,Q,prose,W NTTJ L >JC H >LHJM
NTN,454903,1_Samuel,9,22,Hebrew,Main,N,prose,W JTN LHM MQWM B R>C H QRW>JM
NTN,454906,1_Samuel,9,23,Hebrew,Main,Q,prose,TNH >T H MNH
NTN,454907,1_Samuel,9,23,Hebrew,SubMod,Q,prose,>CR NTTJ LK
NTN,454964,1_Samuel,10,4,Hebrew,Main,Q,prose,W NTNW LK CTJ LXM
NTN,455142,1_Samuel,11,12,Hebrew,Main,Q,prose,TNW H >NCJM
NTN,455223,1_Samuel,12,13,Hebrew,Main,Q,prose,NTN JHWH <LJKM MLK
NTN,455239,1_Samuel,12,17,Hebrew,Main,Q,prose,W JTN QLWT W MVR
NTN,455246,1_Samuel,12,18,Hebrew,Main,N,prose,W JTN JHWH QLT W MVR B  JWM H HW>
NTN,455414,1_Samuel,14,10,Hebrew,SubAdv,Q,prose,KJ NTNM JHWH B JDNW
NTN,455426,1_Samuel,14,12,Hebrew,SubAdv,Q,prose,KJ NTNM JHWH B JD JFR>L
NTN,455554,1_Samuel,14,37,Hebrew,Main,Q,prose,H TTNM B JD JFR>L
NTN,455752,1_Samuel,15,28,Hebrew,Main,Q,prose,W NTNH L R<K
NTN,455951,1_Samuel,17,10,Hebrew,Main,Q,prose,TNW LJ >JC
NTN,456017,1_Samuel,17,25,Hebrew,Main,Q,prose,W >T BTW JTN LW
NTN,456082,1_Samuel,17,38,Hebrew,Main,N,prose,W NTN QWB< NXCT <L R>CW
NTN,456115,1_Samuel,17,44,Hebrew,Main,Q,prose,W >TNH >T BFRK L <WP H CMJM W L BHMT H FDH
NTN,456123,1_Samuel,17,46,Hebrew,Main,Q,prose,W NTTJ PGR MXNH PLCTJM H JWM H ZH L <WP H CMJM W L XJT H >RY
NTN,456129,1_Samuel,17,47,Hebrew,Main,Q,prose,W NTN >TKM B JDNW
NTN,456199,1_Samuel,18,2,Hebrew,Main,N,prose,W L> NTNW
NTN,456204,1_Samuel,18,4,Hebrew,Main,N,prose,W JTNHW L DWD
NTN,456226,1_Samuel,18,8,Hebrew,Main,Q,prose,NTNW L DWD RBBWT
NTN,456227,1_Samuel,18,8,Hebrew,Main,Q,prose,W LJ NTNW H >LPJM
NTN,456256,1_Samuel,18,17,Hebrew,Main,Q,prose,>TH >TN LK L >CH
NTN,456267,1_Samuel,18,19,Hebrew,SubMod,N,prose,TT >T MRB BT C>WL L DWD
NTN,456268,1_Samuel,18,19,Hebrew,Main,N,prose,W HJ> NTNH L <DRJ>L H MXLTJ L >CH
NTN,456273,1_Samuel,18,21,Hebrew,Main,Q,prose,>TNNH LW
NTN,456310,1_Samuel,18,27,Hebrew,Main,N,prose,W JTN LW C>WL >T MJKL BTW L >CH
NTN,456652,1_Samuel,20,40,Hebrew,Main,N,prose,W JTN JHWNTN >T KLJW >L H N<R
NTN,456689,1_Samuel,21,4,Hebrew,Main,Q,prose,XMCH LXM TNH B JDJ
NTN,456704,1_Samuel,21,7,Hebrew,Main,N,prose,W JTN LW H KHN QDC
NTN,456728,1_Samuel,21,10,Hebrew,Main,Q,prose,TNNH LJ
NTN,456783,1_Samuel,22,7,Hebrew,Main,Q,prose,GM L KLKM JTN BN JCJ FDWT W KRMJM
NTN,456797,1_Samuel,22,10,Hebrew,Main,N,prose,W YJDH NTN LW
NTN,456798,1_Samuel,22,10,Hebrew,Main,N,prose,W >T XRB GLJT H PLCTJ NTN LW
NTN,456811,1_Samuel,22,13,Hebrew,SubAdv,Q,prose,B TTK LW LXM W XRB
NTN,456884,1_Samuel,23,4,Hebrew,SubAdv,Q,prose,KJ >NJ NTN >T PLCTJM B JDK
NTN,456934,1_Samuel,23,14,Hebrew,Main,N,prose,W L> NTNW >LHJM B JDW
NTN,457025,1_Samuel,24,5,Hebrew,Main,Q,prose,HNH >NKJ NTN >T >JBJK B JDK
NTN,457041,1_Samuel,24,8,Hebrew,Main,N,prose,W L> NTNM
NTN,457059,1_Samuel,24,11,Hebrew,SubArg,Q,prose,>T >CR NTNK JHWH H JWM B JDJ B  M<RH
NTN,457164,1_Samuel,25,8,Hebrew,Main,Q,prose,TNH N>
NTN,457179,1_Samuel,25,11,Hebrew,Main,Q,prose,W NTTJ L >NCJM
NTN,457269,1_Samuel,25,27,Hebrew,Main,Q,prose,W NTNH L  N<RJM
NTN,457361,1_Samuel,25,44,Hebrew,Main,N,prose,W C>WL NTN >T MJKL BTW >CT DWD L PLVJ BN LJC
NTN,457492,1_Samuel,26,23,Hebrew,SubAdv,Q,prose,>CR NTNK JHWH H JWM B JD
NTN,457523,1_Samuel,27,5,Hebrew,Main,Q,prose,JTNW LJ MQWM B >XT <RJ H FDH
NTN,457526,1_Samuel,27,6,Hebrew,Main,N,prose,W JTN LW >KJC B  JWM H HW> >T YQLG
NTN,457650,1_Samuel,28,17,Hebrew,Main,N,prose,W JTNH L R<K L DWD
NTN,457654,1_Samuel,28,19,Hebrew,Main,Q,prose,W JTN JHWH GM >T JFR>L <MK B JD PLCTJM
NTN,457656,1_Samuel,28,19,Hebrew,Main,Q,prose,GM >T MXNH JFR>L JTN JHWH B JD PLCTJM
NTN,457802,1_Samuel,30,11,Hebrew,Main,N,prose,W JTNW LW LXM
NTN,457805,1_Samuel,30,12,Hebrew,Main,N,prose,W JTNW LW PLX DBLH W CNJ YMQJM
NTN,457864,1_Samuel,30,22,Hebrew,Main,Q,prose,L> NTN LHM M H CLL
NTN,457872,1_Samuel,30,23,Hebrew,SubArg,Q,prose,>T >CR NTN JHWH LNW
NTN,457874,1_Samuel,30,23,Hebrew,Main,N,prose,W JTN >T H GDWD B JDNW
NTN,458267,2_Samuel,3,14,Hebrew,Main,Q,prose,TNH >T >CTJ >T MJKL
NTN,458425,2_Samuel,4,8,Hebrew,Main,N,prose,W JTN JHWH L >DNJ H MLK NQMWT H JWM H ZH M C>WL W M ZR<W
NTN,458437,2_Samuel,4,10,Hebrew,SubAdv,N,prose,>CR L TTJ LW BFRH
NTN,458513,2_Samuel,5,19,Hebrew,Main,Q,prose,H TTNM B JDJ
NTN,458516,2_Samuel,5,19,Hebrew,SubAdv,Q,prose,KJ NTN >TN >T H PLCTJM B JDK
NTN,458852,2_Samuel,9,9,Hebrew,Main,Q,prose,KL NTTJ L BN >DNJK
NTN,458914,2_Samuel,10,10,Hebrew,Main,N,prose,W >T JTR H <M NTN B JD >BCJ >XJW
NTN,459036,2_Samuel,11,16,Hebrew,Main,N,prose,W JTN >T >WRJH >L H MQWM
NTN,459127,2_Samuel,12,8,Hebrew,Main,N,prose,W >TNH LK >T BJT >DNJK W >T NCJ >DNJK B XJQK
NTN,459128,2_Samuel,12,8,Hebrew,Main,N,prose,W >TNH LK >T BJT JFR>L W JHWDH
NTN,459145,2_Samuel,12,11,Hebrew,Main,Q,prose,W NTTJ L R<JK
NTN,459509,2_Samuel,14,7,Hebrew,Main,Q,prose,TNJ >T MKH >XJW
NTN,459892,2_Samuel,16,8,Hebrew,Main,N,prose,W JTN JHWH >T H MLWKH B JD >BCLWM BNK
NTN,460153,2_Samuel,18,9,Hebrew,Main,N,prose,W JTN BJN H CMJM W BJN H >RY
NTN,460168,2_Samuel,18,11,Hebrew,SubArg,Q,prose,L TT LK <FRH KSP W XGRH >XT
NTN,460292,2_Samuel,19,1,Hebrew,Main,Q,prose,MJ JTN
NTN,460527,2_Samuel,20,3,Hebrew,Main,N,prose,W JTNM BJT MCMRT
NTN,460631,2_Samuel,20,21,Hebrew,Main,Q,prose,TNW >TW L BDW
NTN,460680,2_Samuel,21,6,Hebrew,Main,Q,prose,JNTN LNW CB<H >NCJM M BNJW
NTN,460683,2_Samuel,21,6,Hebrew,Main,Q,prose,>NJ >TN
NTN,460690,2_Samuel,21,9,Hebrew,Main,N,prose,W JTNM B JD H GB<NJM
NTN,460697,2_Samuel,21,10,Hebrew,Main,N,prose,W L> NTNH <WP H CMJM W >T XJT H FDH LJLH
NTN,460782,2_Samuel,22,14,Hebrew,Main,D,prose,W <LJWN JTN QWLW
NTN,460835,2_Samuel,22,36,Hebrew,Main,N,prose,W TTN LJ MGN JC<K
NTN,460851,2_Samuel,22,41,Hebrew,Main,D,prose,TTH LJ <RP
NTN,460874,2_Samuel,22,48,Hebrew,SubMod,Q,prose,H NTN NQMT LJ
NTN,461046,2_Samuel,24,9,Hebrew,Main,N,prose,W JTN JW>B >T MSPR MPQD H <M >L H MLK
NTN,461083,2_Samuel,24,15,Hebrew,Main,N,prose,W JTN JHWH DBR B JFR>L M H BQR W <D <T MW<D
NTN,461126,2_Samuel,24,23,Hebrew,Main,Q,prose,H KL NTN >RWNH L  MLK
NTN,461336,1_Kings,1,48,Hebrew,SubMod,Q,prose,>CR NTN H JWM
NTN,461392,1_Kings,2,5,Hebrew,SubAdv,N,prose,W JTN DMJ MLXMH B XGRTW W B N<LW
NTN,461449,1_Kings,2,17,Hebrew,Main,Q,prose,W JTN LJ >T >BJCG H CWNMJT L >CH
NTN,461469,1_Kings,2,21,Hebrew,Main,Q,prose,JTN >T >BJCG H CNMJT L >DNJHW >XJK L >CH
NTN,461545,1_Kings,2,35,Hebrew,Main,N,prose,W JTN H MLK >T BNJHW BN JHWJD< TXTJW <L H YB>
NTN,461546,1_Kings,2,35,Hebrew,Main,N,prose,W >T YDWQ H KHN NTN H MLK TXT >BJTR
NTN,461623,1_Kings,3,5,Hebrew,Main,Q,prose,MH >TN LK
NTN,461628,1_Kings,3,6,Hebrew,Main,N,prose,W TTN LW BN
NTN,461642,1_Kings,3,9,Hebrew,Main,Q,prose,W NTT L <BDK LB CM<
NTN,461658,1_Kings,3,12,Hebrew,Main,Q,prose,HNH NTTJ LK LB XKM W NBWN
NTN,461661,1_Kings,3,13,Hebrew,Main,Q,prose,W NTTJ LK
