verb,cl_id,book,chapter,verse,language,main_sub,txt_type,genre,clause
NTN,427611,Genesis,1,17,Hebrew,Main,N,prose,W JTN >TM >LHJM B RQJ< H CMJM
NTN,427664,Genesis,1,29,Hebrew,Main,Q,prose,HNH NTTJ LKM >T KL <FB W >T KL H <Y
NTN,427797,Genesis,3,6,Hebrew,Main,N,prose,W TTN GM L >JCH <MH
NTN,427823,Genesis,3,12,Hebrew,SubMod,Q,prose,>CR NTTH <MDJ
NTN,427824,Genesis,3,12,Hebrew,Main,Q,prose,HW> NTNH LJ MN H <Y
NTN,427922,Genesis,4,12,Hebrew,SubArg,Q,prose,TT KXH LK
NTN,428269,Genesis,9,2,Hebrew,Main,Q,prose,B JDKM NTNW
NTN,428272,Genesis,9,3,Hebrew,Main,Q,prose,K JRQ <FB NTTJ LKM >T KL
NTN,428298,Genesis,9,12,Hebrew,SubMod,Q,prose,>CR >NJ NTN BJNJ W BJNJKM W BJN KL NPC XJH
NTN,428300,Genesis,9,13,Hebrew,Main,Q,prose,>T QCTJ NTTJ B  <NN
NTN,428530,Genesis,12,7,Hebrew,Main,Q,prose,L ZR<K >TN >T H >RY H Z>T
NTN,428632,Genesis,13,15,Hebrew,Main,Q,prose,LK >TNNH
NTN,428640,Genesis,13,17,Hebrew,SubAdv,Q,prose,KJ LK >TNNH
NTN,428706,Genesis,14,20,Hebrew,Main,N,prose,W JTN LW M<FR M KL
NTN,428708,Genesis,14,21,Hebrew,Main,Q,prose,TN LJ H NPC
NTN,428731,Genesis,15,2,Hebrew,Main,Q,prose,MH TTN LJ
NTN,428736,Genesis,15,3,Hebrew,Main,Q,prose,HN LJ L> NTTH ZR<
NTN,428757,Genesis,15,7,Hebrew,SubAdv,Q,prose,L TT LK >T H >RY H Z>T
NTN,428767,Genesis,15,10,Hebrew,Main,N,prose,W JTN >JC BTRW
NTN,428796,Genesis,15,18,Hebrew,Main,Q,prose,L ZR<K NTTJ >T H >RY H Z>T M NHR MYRJM <D H NHR H GDL NHR PRT
NTN,428811,Genesis,16,3,Hebrew,Main,N,prose,W TTN >TH L >BRM >JCH LW L >CH
NTN,428819,Genesis,16,5,Hebrew,Main,Q,prose,>NKJ NTTJ CPXTJ B XJQK
NTN,428871,Genesis,17,2,Hebrew,Main,Q,prose,W >TNH BRJTJ BJNJ W BJNK
NTN,428881,Genesis,17,5,Hebrew,SubAdv,Q,prose,KJ >B HMWN GWJM NTTJK
NTN,428883,Genesis,17,6,Hebrew,Main,Q,prose,W NTTJK L GWJM
NTN,428887,Genesis,17,8,Hebrew,Main,Q,prose,W NTTJ LK W L ZR<K >XRJK >T >RY MGRJK >T KL >RY KN<N L >XZT <WLM
NTN,428909,Genesis,17,16,Hebrew,Main,Q,prose,W GM NTTJ MMNH LK BN
NTN,428930,Genesis,17,20,Hebrew,Main,Q,prose,W NTTJW L GWJ GDWL
NTN,428976,Genesis,18,7,Hebrew,Main,N,prose,W JTN >L H N<R
NTN,428981,Genesis,18,8,Hebrew,Main,N,prose,W JTN L PNJHM
NTN,429306,Genesis,20,6,Hebrew,Main,N,prose,<L KN L> NTTJK
NTN,429347,Genesis,20,14,Hebrew,Main,N,prose,W JTN L >BRHM
NTN,429353,Genesis,20,16,Hebrew,Main,Q,prose,HNH NTTJ >LP KSP L >XJK
NTN,429405,Genesis,21,14,Hebrew,Main,N,prose,W JTN >L HGR
NTN,429464,Genesis,21,27,Hebrew,Main,N,prose,W JTN L >BJMLK
NTN,429596,Genesis,23,4,Hebrew,Main,Q,prose,TNW LJ >XZT QBR <MKM
NTN,429615,Genesis,23,9,Hebrew,Main,Q,prose,W JTN LJ >T M<RT H MKPLH
NTN,429618,Genesis,23,9,Hebrew,Main,Q,prose,B KSP ML> JTNNH LJ B TWKKM L >XZT QBR
NTN,429625,Genesis,23,11,Hebrew,Main,Q,prose,H FDH NTTJ LK
NTN,429628,Genesis,23,11,Hebrew,Main,Q,prose,LK NTTJH
NTN,429629,Genesis,23,11,Hebrew,Main,Q,prose,L <JNJ BNJ <MJ NTTJH LK
NTN,429636,Genesis,23,13,Hebrew,Main,Q,prose,NTTJ KSP H FDH
NTN,429685,Genesis,24,7,Hebrew,Main,Q,prose,L ZR<K >TN >T H >RY H Z>T
NTN,429801,Genesis,24,32,Hebrew,Main,N,prose,W JTN TBN W MSPW> L  GMLJM
NTN,429816,Genesis,24,35,Hebrew,Main,N,prose,W JTN LW Y>N W BQR W KSP W ZHB W <BDM W CPXT W GMLJM W XMRJM
NTN,429818,Genesis,24,36,Hebrew,Main,N,prose,W JTN LW >T KL
NTN,429835,Genesis,24,41,Hebrew,SubAdv,Q,prose,W >M L> JTNW LK
NTN,429902,Genesis,24,53,Hebrew,Main,N,prose,W JTN L RBQH
NTN,429903,Genesis,24,53,Hebrew,Main,N,prose,W MGDNT NTN L >XJH W L >MH
NTN,429973,Genesis,25,5,Hebrew,Main,N,prose,W JTN >BRHM >T KL L JYXQ
NTN,429975,Genesis,25,6,Hebrew,Main,N,prose,W L BNJ H PJLGCJM NTN >BRHM MTNT
NTN,430068,Genesis,25,34,Hebrew,Main,N,prose,W J<QB NTN L <FW LXM W NZJD <DCJM
NTN,430085,Genesis,26,3,Hebrew,SubAdv,Q,prose,KJ LK W L ZR<K >TN >T KL H >RYT H >L
NTN,430089,Genesis,26,4,Hebrew,Main,Q,prose,W NTTJ L ZR<K >T KL H >RYT H >L
NTN,430281,Genesis,27,17,Hebrew,Main,N,prose,W TTN >T H MV<MJM W >T H LXM B JD J<QB BNH
NTN,430342,Genesis,27,28,Hebrew,Main,Q,prose,W JTN LK H >LHJM M VL H CMJM W M CMNJ H >RY
NTN,430395,Genesis,27,37,Hebrew,Main,Q,prose,W >T KL >XJW NTTJ LW L <BDJM
NTN,430457,Genesis,28,4,Hebrew,Main,Q,prose,W JTN LK >T BRKT >BRHM LK W L ZR<K >TK
NTN,430459,Genesis,28,4,Hebrew,SubMod,Q,prose,>CR NTN >LHJM L >BRHM
NTN,430494,Genesis,28,13,Hebrew,Main,Q,prose,LK >TNNH
NTN,430528,Genesis,28,20,Hebrew,Main,Q,prose,W NTN LJ LXM W BGD
NTN,430536,Genesis,28,22,Hebrew,SubMod,Q,prose,>CR TTN LJ
NTN,430618,Genesis,29,19,Hebrew,SubArg,Q,prose,TTJ >TH LK
NTN,430619,Genesis,29,19,Hebrew,SubAdv,Q,prose,M TTJ >TH L >JC >XR
NTN,430633,Genesis,29,24,Hebrew,Main,N,prose,W JTN LBN LH >T ZLPH CPXTW
NTN,430643,Genesis,29,26,Hebrew,SubAdv,Q,prose,L TT H Y<JRH L PNJ H BKJRH
NTN,430645,Genesis,29,27,Hebrew,Main,Q,prose,W NTNH LK GM >T Z>T B <BDH
NTN,430649,Genesis,29,28,Hebrew,Main,N,prose,W JTN LW >T RXL BTW
NTN,430651,Genesis,29,29,Hebrew,Main,N,prose,W JTN LBN L RXL BTW >T BLHH CPXTW
NTN,430671,Genesis,29,33,Hebrew,Main,N,prose,W JTN LJ GM >T ZH
NTN,430702,Genesis,30,4,Hebrew,Main,N,prose,W TTN LW >T BLHH CPXTH L >CH
NTN,430709,Genesis,30,6,Hebrew,Main,N,prose,W JTN LJ BN
NTN,430721,Genesis,30,9,Hebrew,Main,N,prose,W TTN >TH L J<QB L >CH
NTN,430735,Genesis,30,14,Hebrew,Main,Q,prose,TNJ N> LJ M DWD>J BNK
NTN,430753,Genesis,30,18,Hebrew,Main,Q,prose,NTN >LHJM FKRJ
NTN,430754,Genesis,30,18,Hebrew,SubAdv,Q,prose,>CR NTTJ CPXTJ L >JCJ
NTN,430780,Genesis,30,26,Hebrew,Main,Q,prose,TNH >T NCJ W >T JLDJ
NTN,430791,Genesis,30,28,Hebrew,Main,Q,prose,W >TNH
NTN,430803,Genesis,30,31,Hebrew,Main,Q,prose,MH >TN LK
NTN,430805,Genesis,30,31,Hebrew,Main,Q,prose,L> TTN LJ M>WMH
NTN,430823,Genesis,30,35,Hebrew,Main,N,prose,W JTN B JD BNJW
NTN,430841,Genesis,30,40,Hebrew,Main,N,prose,W JTN PNJ H Y>N >L <QD W KL XWM B Y>N LBN
NTN,430875,Genesis,31,7,Hebrew,Main,Q,prose,W L> NTNW >LHJM
NTN,430884,Genesis,31,9,Hebrew,Main,N,prose,W JTN LJ
NTN,431142,Genesis,32,17,Hebrew,Main,N,prose,W JTN B JD <BDJW <DR <DR L BDW
NTN,431335,Genesis,34,8,Hebrew,Main,Q,prose,TNW N> >TH LW L >CH
NTN,431337,Genesis,34,9,Hebrew,Main,Q,prose,BNTJKM TTNW LNW
NTN,431346,Genesis,34,11,Hebrew,Main,Q,prose,W >TN
NTN,431349,Genesis,34,12,Hebrew,Main,Q,prose,W >TNH
NTN,431351,Genesis,34,12,Hebrew,Main,Q,prose,W TNW LJ >T H N<R L >CH
NTN,431358,Genesis,34,14,Hebrew,SubAdv,Q,prose,L TT >T >XTNW L >JC
NTN,431364,Genesis,34,16,Hebrew,Main,Q,prose,W NTNW >T BNTJNW LKM
NTN,431387,Genesis,34,21,Hebrew,Main,Q,prose,W >T BNTJNW NTN LHM
NTN,431446,Genesis,35,4,Hebrew,Main,N,prose,W JTNW >L J<QB >T KL >LHJ H NKR W >T H NZMJM
NTN,431481,Genesis,35,12,Hebrew,SubMod,Q,prose,>CR NTTJ L >BRHM W L JYXQ
NTN,431482,Genesis,35,12,Hebrew,Main,Q,prose,LK >TNNH
NTN,431483,Genesis,35,12,Hebrew,Main,Q,prose,W L ZR<K >XRJK >TN >T H >RY
NTN,431837,Genesis,38,9,Hebrew,SubAdv,N,prose,L BLTJ NTN ZR< L >XJW
NTN,431863,Genesis,38,14,Hebrew,SubAdv,N,prose,W HW> L> NTNH LW L >CH
NTN,431874,Genesis,38,16,Hebrew,Main,Q,prose,MH TTN LJ
NTN,431879,Genesis,38,17,Hebrew,Main,Q,prose,>M TTN <RBWN
NTN,431883,Genesis,38,18,Hebrew,SubMod,Q,prose,>CR >TN LK
NTN,431887,Genesis,38,18,Hebrew,Main,N,prose,W JTN LH
NTN,431932,Genesis,38,26,Hebrew,SubAdv,Q,prose,KJ <L KN L> NTTJH L CLH BNJ
NTN,431940,Genesis,38,28,Hebrew,Main,N,prose,W JTN JD
NTN,431967,Genesis,39,4,Hebrew,Main,N,prose,W KL NTN B JDW
NTN,431989,Genesis,39,8,Hebrew,Main,Q,prose,W KL NTN B JDJ
NTN,432051,Genesis,39,20,Hebrew,Main,N,prose,W JTNHW >L BJT H SHR MQWM
NTN,432056,Genesis,39,21,Hebrew,Main,N,prose,W JTN XNW B <JNJ FR BJT H SHR
NTN,432057,Genesis,39,22,Hebrew,Main,N,prose,W JTN FR BJT H SHR B JD JWSP >T KL H >SJRM
NTN,432068,Genesis,40,3,Hebrew,Main,N,prose,W JTN >TM B MCMR BJT FR H VBXJM >L BJT H SHR MQWM
NTN,432102,Genesis,40,11,Hebrew,Main,N,prose,W >TN >T H KWS <L KP PR<H
NTN,432109,Genesis,40,13,Hebrew,Main,Q,prose,W NTT KWS PR<H B JDW K  MCPV H R>CWN
NTN,432140,Genesis,40,21,Hebrew,Main,N,prose,W JTN H KWS <L KP PR<H
NTN,432172,Genesis,41,10,Hebrew,Main,N,prose,W JTN >TJ B MCMR BJT FR H VBXJM >TJ W >T FR H >PJM
NTN,432278,Genesis,41,41,Hebrew,Main,Q,prose,NTTJ >TK <L KL >RY MYRJM
NTN,432280,Genesis,41,42,Hebrew,Main,N,prose,W JTN >TH <L JD JWSP
NTN,432287,Genesis,41,43,Hebrew,Main,N,prose,W NTWN >TW <L KL >RY MYRJM
NTN,432292,Genesis,41,45,Hebrew,Main,N,prose,W JTN LW >T >SNT BT PWVJ_PR< KHN >N L >CH
NTN,432301,Genesis,41,48,Hebrew,Main,N,prose,W JTN >KL B  <RJM
NTN,432302,Genesis,41,48,Hebrew,Main,N,prose,>KL FDH H <JR NTN B TWKH
NTN,432459,Genesis,42,25,Hebrew,Main,N,prose,W L TT LHM YDH L  DRK
NTN,432464,Genesis,42,27,Hebrew,SubAdv,N,prose,L TT MSPW> L XMRW B  MLWN
NTN,432480,Genesis,42,30,Hebrew,Main,N,prose,W JTN >TNW
NTN,432501,Genesis,42,34,Hebrew,Main,Q,prose,>T >XJKM >TN LKM
NTN,432520,Genesis,42,37,Hebrew,Main,Q,prose,TNH >TW <L JDJ
NTN,432589,Genesis,43,14,Hebrew,Main,Q,prose,W >L CDJ JTN LKM RXMJM L PNJ H >JC
NTN,432638,Genesis,43,23,Hebrew,Main,Q,prose,>LHJKM W >LHJ >BJKM NTN LKM MVMWN B >MTXTJKM
NTN,432642,Genesis,43,24,Hebrew,Main,N,prose,W JTN MJM
NTN,432644,Genesis,43,24,Hebrew,Main,N,prose,W JTN MSPW> L XMRJHM
NTN,432862,Genesis,45,2,Hebrew,Main,N,prose,W JTN >T QLW B BKJ
NTN,432932,Genesis,45,18,Hebrew,Main,Q,prose,W >TNH LKM >T VWB >RY MYRJM
NTN,432943,Genesis,45,21,Hebrew,Main,N,prose,W JTN LHM JWSP <GLWT <L PJ PR<H
NTN,432944,Genesis,45,21,Hebrew,Main,N,prose,W JTN LHM YDH L  DRK
NTN,432945,Genesis,45,22,Hebrew,Main,N,prose,L KLM NTN L  >JC XLPWT FMLT
NTN,432946,Genesis,45,22,Hebrew,Main,N,prose,W L BNJMN NTN CLC M>WT KSP W XMC XLPT FMLT
NTN,433019,Genesis,46,18,Hebrew,SubMod,N,prose,>CR NTN LBN L L>H BTW
NTN,433032,Genesis,46,25,Hebrew,SubMod,N,prose,>CR NTN LBN L RXL BTW
NTN,433118,Genesis,47,11,Hebrew,Main,N,prose,W JTN LHM >XZH B >RY MYRJM B MJVB H >RY B >RY R<MSS
NTN,433136,Genesis,47,16,Hebrew,Main,Q,prose,W >TNH LKM B MQNJKM
NTN,433139,Genesis,47,17,Hebrew,Main,N,prose,W JTN LHM JWSP LXM B  SWSJM W B MQNH H Y>N W B MQNH H BQR W B  XMRJM
NTN,433152,Genesis,47,19,Hebrew,Main,Q,prose,W TN ZR<
NTN,433165,Genesis,47,22,Hebrew,SubMod,N,prose,>CR NTN LHM PR<H
NTN,433172,Genesis,47,24,Hebrew,Main,Q,prose,W NTTM XMJCJT L PR<H
NTN,433221,Genesis,48,4,Hebrew,Main,Q,prose,W NTTJK L QHL <MJM
NTN,433222,Genesis,48,4,Hebrew,Main,Q,prose,W NTTJ >T H >RY H Z>T L ZR<K >XRJK >XZT <WLM
NTN,433243,Genesis,48,9,Hebrew,SubMod,Q,prose,>CR NTN LJ >LHJM B ZH
NTN,433309,Genesis,48,22,Hebrew,Main,Q,prose,W >NJ NTTJ LK CKM >XD <L >XJK
NTN,433387,Genesis,49,20,Hebrew,Main,Q,prose,W HW> JTN M<DNJ MLK
NTN,433389,Genesis,49,21,Hebrew,SubMod,Q,prose,H NTN >MRJ CPR
NTN,433650,Exodus,2,9,Hebrew,Main,Q,prose,W >NJ >TN >T FKRK
NTN,433715,Exodus,2,21,Hebrew,Main,N,prose,W JTN >T YPRH BTW L MCH
NTN,433824,Exodus,3,19,Hebrew,SubArg,Q,prose,KJ L> JTN >TKM MLK MYRJM
NTN,433831,Exodus,3,21,Hebrew,Main,Q,prose,W NTTJ >T XN H <M H ZH B <JNJ MYRJM
NTN,434020,Exodus,5,7,Hebrew,SubAdv,Q,prose,L TT TBN L  <M
NTN,434040,Exodus,5,10,Hebrew,Main,Q,prose,>JNNJ NTN LKM TBN
NTN,434060,Exodus,5,16,Hebrew,Main,Q,prose,TBN >JN NTN L <BDJK
NTN,434074,Exodus,5,18,Hebrew,Main,Q,prose,W TBN L> JNTN LKM
NTN,434075,Exodus,5,18,Hebrew,Main,Q,prose,W TKN LBNJM TTNW
NTN,434087,Exodus,5,21,Hebrew,SubAdv,Q,prose,L TT XRB B JDM
NTN,434110,Exodus,6,4,Hebrew,SubAdv,N,prose,L TT LHM >T >RY KN<N >T >RY MGRJHM
NTN,434128,Exodus,6,8,Hebrew,SubAdv,Q,prose,L TT >TH L >BRHM L JYXQ W L J<QB
NTN,434129,Exodus,6,8,Hebrew,Main,Q,prose,W NTTJ >TH LKM MWRCH
NTN,434191,Exodus,7,1,Hebrew,Main,Q,prose,NTTJK >LHJM L PR<H
NTN,434200,Exodus,7,4,Hebrew,Main,Q,prose,W NTTJ >T JDJ B MYRJM
NTN,434216,Exodus,7,9,Hebrew,Main,Q,prose,TNW LKM MWPT
NTN,434512,Exodus,9,23,Hebrew,Main,N,prose,W JHWH NTN QLT W BRD
NTN,434676,Exodus,10,25,Hebrew,Main,Q,prose,GM >TH TTN B JDNW ZBXJM W <LWT
NTN,434708,Exodus,11,3,Hebrew,Main,N,prose,W JTN JHWH >T XN H <M B <JNJ MYRJM
NTN,434756,Exodus,12,7,Hebrew,Main,Q,prose,W NTNW <L CTJ H MZWZT W <L H MCQWP <L H BTJM
NTN,434821,Exodus,12,23,Hebrew,Main,Q,prose,W L> JTN H MCXJT
NTN,434827,Exodus,12,25,Hebrew,SubMod,Q,prose,>CR JTN JHWH LKM
NTN,434874,Exodus,12,36,Hebrew,Main,N,prose,W JHWH NTN >T XN H <M B <JNJ MYRJM
NTN,434935,Exodus,13,5,Hebrew,SubAdv,Q,prose,L TT LK
NTN,434953,Exodus,13,11,Hebrew,Main,Q,prose,W NTNH LK
NTN,435242,Exodus,16,3,Hebrew,Main,Q,prose,MJ JTN
NTN,435271,Exodus,16,8,Hebrew,Main,Q,prose,B TT JHWH LKM B  <RB BFR
NTN,435315,Exodus,16,15,Hebrew,SubMod,Q,prose,>CR NTN JHWH LKM L >KLH
NTN,435378,Exodus,16,29,Hebrew,SubArg,Q,prose,KJ JHWH NTN LKM H CBT
NTN,435379,Exodus,16,29,Hebrew,Main,Q,prose,<L KN HW> NTN LKM B  JWM H CCJ LXM JWMJM
NTN,435396,Exodus,16,33,Hebrew,Main,Q,prose,W TN CMH ML> H <MR MN
NTN,435412,Exodus,17,2,Hebrew,Main,Q,prose,TNW LNW MJM
NTN,435579,Exodus,18,25,Hebrew,Main,N,prose,W JTN >TM R>CJM <L H <M FRJ >LPJM FRJ M>WT FRJ XMCJM W FRJ <FRT
NTN,435729,Exodus,20,12,Hebrew,SubMod,Q,prose,>CR JHWH >LHJK NTN LK
NTN,435782,Exodus,21,4,Hebrew,SubAdv,Q,prose,>M >DNJW JTN LW >CH
NTN,435836,Exodus,21,19,Hebrew,Main,Q,prose,RQ CBTW JTN
NTN,435850,Exodus,21,22,Hebrew,Main,Q,prose,W NTN B PLLJM
NTN,435852,Exodus,21,23,Hebrew,Main,Q,prose,W NTTH NPC TXT NPC
NTN,435877,Exodus,21,30,Hebrew,Main,Q,prose,W NTN PDJN NPCW K KL
NTN,435883,Exodus,21,32,Hebrew,Main,Q,prose,KSP CLCJM CQLJM JTN L >DNJW
NTN,435927,Exodus,22,6,Hebrew,SubAdv,D,prose,KJ JTN >JC >L R<HW KSP >W KLJM
NTN,435940,Exodus,22,9,Hebrew,SubAdv,D,prose,KJ JTN >JC >L R<HW XMWR >W CWR >W FH W KL BHMH
NTN,435969,Exodus,22,16,Hebrew,SubAdv,D,prose,L TTH LW
NTN,436004,Exodus,22,28,Hebrew,Main,D,prose,BKWR BNJK TTN LJ
NTN,436007,Exodus,22,29,Hebrew,Main,D,prose,B  JWM H CMJNJ TTNW LJ
NTN,436099,Exodus,23,27,Hebrew,Main,Q,prose,W NTTJ >T KL >JBJK >LJK <RP
NTN,436109,Exodus,23,31,Hebrew,SubAdv,Q,prose,KJ >TN B JDKM >T JCBJ H >RY
NTN,436160,Exodus,24,12,Hebrew,Main,Q,prose,W >TNH LK >T LXT H >BN W H TWRH W H MYWH
NTN,436207,Exodus,25,12,Hebrew,Main,Q,prose,W NTTH <L >RB< P<MTJW
NTN,436216,Exodus,25,16,Hebrew,Main,Q,prose,W NTT >L H >RN >T H <DT
NTN,436217,Exodus,25,16,Hebrew,SubMod,Q,prose,>CR >TN >LJK
NTN,436231,Exodus,25,21,Hebrew,Main,Q,prose,W NTT >T H KPRT <L H >RN M L M<LH
NTN,436232,Exodus,25,21,Hebrew,Main,Q,prose,W >L H >RN TTN >T H <DT
NTN,436233,Exodus,25,21,Hebrew,SubMod,Q,prose,>CR >TN >LJK
NTN,436247,Exodus,25,26,Hebrew,Main,Q,prose,W NTT >T H VB<T <L >RB< H P>T
NTN,436257,Exodus,25,30,Hebrew,Main,Q,prose,W NTT <L H CLXN LXM PNJM L PNJ TMJD
NTN,436369,Exodus,26,32,Hebrew,Main,Q,prose,W NTTH >TH <L >RB<H <MWDJ CVJM <L >RB<H >DNJ KSP
NTN,436372,Exodus,26,33,Hebrew,Main,Q,prose,W NTTH >T H PRKT TXT H QRSJM
NTN,436375,Exodus,26,34,Hebrew,Main,Q,prose,W NTT >T H KPRT <L >RWN H <DT B QDC H QDCJM
NTN,436378,Exodus,26,35,Hebrew,Main,Q,prose,W H CLXN TTN <L YL< YPWN
NTN,436399,Exodus,27,5,Hebrew,Main,Q,prose,W NTTH >TH TXT KRKB H MZBX M L MVH
NTN,436482,Exodus,28,14,Hebrew,Main,Q,prose,W NTTH >T CRCRT H <BTT <L H MCBYT
NTN,436502,Exodus,28,23,Hebrew,Main,Q,prose,W NTT >T CTJ H VB<WT <L CNJ QYWT H XCN
NTN,436503,Exodus,28,24,Hebrew,Main,Q,prose,W NTTH >T CTJ <BTT H ZHB <L CTJ H VB<T >L QYWT H XCN
NTN,436504,Exodus,28,25,Hebrew,Main,Q,prose,W >T CTJ QYWT CTJ H <BTT TTN <L CTJ H MCBYWT
NTN,436505,Exodus,28,25,Hebrew,Main,Q,prose,W NTTH <L KTPWT H >PD >L MWL PNJW
NTN,436510,Exodus,28,27,Hebrew,Main,Q,prose,W NTTH >TM <L CTJ KTPWT H >PWD M L MVH M MWL PNJW L <MT MXBRTW M M<L L XCB H >PWD
NTN,436516,Exodus,28,30,Hebrew,Main,Q,prose,W NTT >L XCN H MCPV >T H >WRJM W >T H TMJM
NTN,436575,Exodus,29,3,Hebrew,Main,Q,prose,W NTT >WTM <L SL >XD
NTN,436584,Exodus,29,6,Hebrew,Main,Q,prose,W NTT >T NZR H QDC <L H MYNPT
NTN,436598,Exodus,29,12,Hebrew,Main,Q,prose,W NTTH <L QRNT H MZBX B >YB<K
NTN,436613,Exodus,29,17,Hebrew,Main,Q,prose,W NTT <L NTXJW W <L R>CW
NTN,436621,Exodus,29,20,Hebrew,Main,Q,prose,W NTTH <L TNWK >ZN >HRN W <L TNWK >ZN BNJW H JMNJT W <L BHN JDM H JMNJT W <L BHN RGLM H JMNJT
NTN,436724,Exodus,30,6,Hebrew,Main,Q,prose,W NTTH >TW L PNJ H PRKT L PNJ H KPRT
NTN,436743,Exodus,30,12,Hebrew,Main,Q,prose,W NTNW L JHWH
NTN,436748,Exodus,30,13,Hebrew,Main,Q,prose,ZH JTNW KL MXYJT H CQL B CQL H QDC
NTN,436752,Exodus,30,14,Hebrew,Main,Q,prose,KL M BN <FRJM CNH W M<LH JTN TRWMT JHWH
NTN,436756,Exodus,30,15,Hebrew,SubAdv,Q,prose,L TT >T TRWMT JHWH
NTN,436759,Exodus,30,16,Hebrew,Main,Q,prose,W NTT >TW <L <BDT >HL MW<D
NTN,436767,Exodus,30,18,Hebrew,Main,Q,prose,W NTT >TW BJN >HL MW<D W BJN H MZBX
NTN,436768,Exodus,30,18,Hebrew,Main,Q,prose,W NTT CMH MJM
NTN,436804,Exodus,30,33,Hebrew,SubAdv,Q,prose,W >CR JTN MMNW <L ZR
NTN,436811,Exodus,30,36,Hebrew,Main,Q,prose,W NTTH MMNH L PNJ H <DT B >HL MW<D
NTN,436834,Exodus,31,6,Hebrew,Main,Q,prose,HNH NTTJ >TW >T >HLJ>B BN >XJSMK L MVH DN
NTN,436835,Exodus,31,6,Hebrew,Main,Q,prose,W B LB KL XKM LB NTTJ XKMH
NTN,436873,Exodus,31,18,Hebrew,Main,N,prose,W JTN >L MCH CNJ LXT H <DT LXT >BN
NTN,436955,Exodus,32,13,Hebrew,Main,Q,prose,W KL H >RY H Z>T >TN L ZR<KM
NTN,437008,Exodus,32,24,Hebrew,Main,N,prose,W JTNW LJ
NTN,437034,Exodus,32,29,Hebrew,Main,Q,prose,W L TT <LJKM H JWM BRKH
NTN,437071,Exodus,33,1,Hebrew,Main,Q,prose,L ZR<K >TNNH
NTN,437300,Exodus,34,33,Hebrew,Main,N,prose,W JTN <L PNJW MSWH
NTN,437387,Exodus,35,34,Hebrew,Main,N,prose,W NTN B LBW HW> W >HLJ>B BN >XJSMK L MVH DN
NTN,437392,Exodus,36,1,Hebrew,SubMod,?,prose,>CR NTN JHWH XKMH W TBWNH B HMH
NTN,437397,Exodus,36,2,Hebrew,SubMod,N,prose,>CR NTN JHWH XKMH B LBW
NTN,437533,Exodus,37,13,Hebrew,Main,N,prose,W JTN >T H VB<T <L >RB< H P>T
NTN,437707,Exodus,39,16,Hebrew,Main,N,prose,W JTNW >T CTJ H VB<T <L CNJ QYWT H XCN
NTN,437708,Exodus,39,17,Hebrew,Main,N,prose,W JTNW CTJ H <BTT H ZHB <L CTJ H VB<T <L QYWT H XCN
NTN,437709,Exodus,39,18,Hebrew,Main,N,prose,W >T CTJ QYWT CTJ H <BTT NTNW <L CTJ H MCBYT
NTN,437710,Exodus,39,18,Hebrew,Main,N,prose,W JTNM <L KTPT H >PD >L MWL PNJW
NTN,437715,Exodus,39,20,Hebrew,Main,N,prose,W JTNM <L CTJ KTPT H >PD M L MVH M MWL PNJW L <MT MXBRTW M M<L L XCB H >PD
NTN,437727,Exodus,39,25,Hebrew,Main,N,prose,W JTNW >T H P<MNJM B TWK H RMNJM <L CWLJ H M<JL SBJB B TWK H RMNJM
NTN,437740,Exodus,39,31,Hebrew,Main,N,prose,W JTNW <LJW PTJL TKLT
NTN,437741,Exodus,39,31,Hebrew,SubAdv,N,prose,L TT <L H MYNPT M L M<LH
NTN,437777,Exodus,40,5,Hebrew,Main,Q,prose,W NTTH >T MZBX H ZHB L QVRT L PNJ >RWN H <DT
NTN,437779,Exodus,40,6,Hebrew,Main,Q,prose,W NTTH >T MZBX H <LH L PNJ PTX MCKN >HL MW<D
NTN,437780,Exodus,40,7,Hebrew,Main,Q,prose,W NTT >T H KJR BJN >HL MW<D W BJN H MZBX
NTN,437781,Exodus,40,7,Hebrew,Main,Q,prose,W NTT CM MJM
NTN,437783,Exodus,40,8,Hebrew,Main,Q,prose,W NTT >T MSK C<R H XYR
NTN,437814,Exodus,40,18,Hebrew,Main,N,prose,W JTN >T >DNJW
NTN,437816,Exodus,40,18,Hebrew,Main,N,prose,W JTN >T BRJXJW
NTN,437822,Exodus,40,20,Hebrew,Main,N,prose,W JTN >T H <DT >L H >RN
NTN,437824,Exodus,40,20,Hebrew,Main,N,prose,W JTN >T H KPRT <L H >RN M L M<LH
NTN,437829,Exodus,40,22,Hebrew,Main,N,prose,W JTN >T H CLXN B >HL MW<D <L JRK H MCKN YPNH M XWY L  PRKT
NTN,437843,Exodus,40,30,Hebrew,Main,N,prose,W JTN CMH MJM
NTN,437851,Exodus,40,33,Hebrew,Main,N,prose,W JTN >T MSK C<R H XYR
NTN,437887,Leviticus,1,7,Hebrew,Main,Q,prose,W NTNW BNJ >HRN H KHN >C <L H MZBX
NTN,437928,Leviticus,2,1,Hebrew,Main,?,prose,W NTN <LJH LBNH
NTN,437972,Leviticus,2,15,Hebrew,Main,Q,prose,W NTT <LJH CMN
NTN,438052,Leviticus,4,7,Hebrew,Main,Q,prose,W NTN H KHN MN H DM <L QRNWT MZBX QVRT H SMJM L PNJ JHWH
NTN,438084,Leviticus,4,18,Hebrew,Main,Q,prose,W MN H DM JTN <L QRNT H MZBX
