cl_type,cl_id,book,chapter,verse,clause_type_etcbc,clause_rela,book2,ebh_lbh,genre,txt_type,s_p_order,CP,cl_len,subj_type,subj_det,subj_len,pc_type,pc_det,pc_len,main_sub,nega,language,Adju,Cmpl,Conj,EPPr,ExsS,Exst,Frnt,IntS,Intj,Loca,ModS,Modi,NCoS,NCop,Nega,Objc,PrAd,PrcS,PreO,PreS,PtcO,Ques,Rela,Supp,Time,Voct,Unkn,mother
hyh,427554,Genesis,1,2,WXQt,NA_,Genesis,ebh,prose,?,SP,W,3,NP,det,2,NP,und,3,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,perf
nom,427555,Genesis,1,2,NmCl,NA_,Genesis,ebh,prose,?,SP,W,3,NP,und,1,PP,und,3,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,perf
hyh,427569,Genesis,1,6,ZYqX,NA_,Genesis,ebh,prose,Q,SP,no_conj,2,NP,und,1,PP,det,4,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
nom,427592,Genesis,1,11,NmCl,Attr_,Genesis,ebh,prose,Q,SP,>CR,3,NP,det,2,PP,det,2,SubMod,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ptca
nom,427597,Genesis,1,12,NmCl,Attr_,Genesis,ebh,prose,N,SP,>CR,3,NP,det,2,PP,det,2,SubMod,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ptca
nom,427667,Genesis,1,29,NmCl,Attr_,Genesis,ebh,prose,Q,PS,>CR,3,NP,und,2,PP,det,2,SubMod,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,perf
nom,427671,Genesis,1,30,NmCl,Attr_,Genesis,ebh,prose,Q,PS,>CR,3,NP,und,2,PP,det,2,SubMod,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,no_pred
nom,427689,Genesis,2,4,NmCl,NA_,Genesis,ebh,prose,N,SP,no_conj,2,DPrP,det,1,NP,det,6,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
hyh,427693,Genesis,2,5,WXYq,NA_,Genesis,ebh,prose,D,SP,W,4,NP,det,4,PP,det,3,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,no_pred
hyh,427702,Genesis,2,7,WayX,NA_,Genesis,ebh,prose,N,SP,W,3,NP,det,2,PP,und,3,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
nom,427715,Genesis,2,11,NmCl,NA_,Genesis,ebh,prose,D,SP,no_conj,2,NP,det,3,PrNP,det,1,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,perf
nom,427718,Genesis,2,11,NmCl,Attr_,Genesis,ebh,prose,D,PS,>CR,3,NP,det,2,AdvP,NA,1,SubMod,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ptca
nom,427719,Genesis,2,12,AjCl,NA_,Genesis,ebh,prose,D,SP,W,3,NP,det,5,AdjP,NA,1,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,427720,Genesis,2,12,NmCl,NA_,Genesis,ebh,prose,D,PS,no_conj,2,NP,det,6,AdvP,NA,1,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,427721,Genesis,2,13,NmCl,NA_,Genesis,ebh,prose,D,SP,W,3,NP,det,5,PrNP,det,1,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,427724,Genesis,2,14,NmCl,NA_,Genesis,ebh,prose,D,SP,W,3,NP,det,5,PrNP,det,1,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,427728,Genesis,2,14,NmCl,Resu_,Genesis,ebh,prose,D,SP,no_conj,2,PPrP,det,1,PrNP,det,1,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_pred
hyh,427742,Genesis,2,18,InfC,Subj_,Genesis,ebh,prose,Q,SP,no_conj,2,NP,det,2,PP,det,3,SubArg,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,427750,Genesis,2,19,NmCl,Resu_,Genesis,ebh,prose,N,SP,no_conj,2,PPrP,det,1,NP,det,2,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_pred
nom,427761,Genesis,2,23,NmCl,NA_,Genesis,ebh,prose,Q,SP,no_conj,3,DPrP,det,1,NP,und,9,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
hyh,427767,Genesis,2,25,WayX,NA_,Genesis,ebh,prose,N,SP,W,3,NP,det,7,AdjP,NA,1,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
hyh,427769,Genesis,3,1,WXQt,NA_,Genesis,ebh,prose,N,SP,W,4,NP,det,2,AdjP,NA,1,Main,non_neg,Hebrew,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_mother
nom,427791,Genesis,3,6,AjCl,Objc_,Genesis,ebh,prose,N,PS,KJ,4,NP,det,2,AdjP,NA,1,SubArg,non_neg,Hebrew,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
nom,427792,Genesis,3,6,NmCl,Coor_,Genesis,ebh,prose,N,PS,W,5,PPrP,det,1,NP,und,1,SubAdv,non_neg,Hebrew,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,427801,Genesis,3,7,AjCl,Objc_,Genesis,ebh,prose,N,PS,KJ,3,PPrP,det,1,AdjP,NA,1,SubArg,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
nom,427813,Genesis,3,10,AjCl,NA_,Genesis,ebh,prose,N,PS,KJ,3,PPrP,det,1,AdjP,NA,1,SubAdv,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
nom,427817,Genesis,3,11,AjCl,Objc_,Genesis,ebh,prose,Q,PS,KJ,3,PPrP,det,1,AdjP,NA,1,SubArg,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,perf
nom,427842,Genesis,3,16,NmCl,NA_,Genesis,ebh,prose,Q,PS,W,3,NP,det,2,PP,det,3,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,impf
nom,427857,Genesis,3,19,NmCl,NA_,Genesis,ebh,prose,Q,PS,KJ,3,PPrP,det,1,NP,und,1,SubAdv,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,perf
hyh,427860,Genesis,3,20,XQtl,NA_,Genesis,ebh,prose,N,SP,KJ,3,PPrP,det,1,NP,und,3,SubAdv,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
hyh,427864,Genesis,3,22,XQtl,NA_,Genesis,ebh,prose,Q,SP,no_conj,3,NP,det,2,PP,und,4,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
hyh,427885,Genesis,4,2,WayX,NA_,Genesis,ebh,prose,N,SP,W,3,PrNP,det,1,NP,und,2,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
hyh,427886,Genesis,4,2,WXQt,NA_,Genesis,ebh,prose,N,SP,W,3,PrNP,det,1,NP,und,2,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
nom,427901,Genesis,4,7,NmCl,NA_,Genesis,ebh,prose,Q,PS,W,3,NP,det,2,PP,det,2,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ptca
nom,427909,Genesis,4,9,NmCl,NA_,Genesis,ebh,prose,Q,PS,no_conj,2,PrNP,det,3,InrP,NA,1,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
nom,427925,Genesis,4,13,AjCl,NA_,Genesis,ebh,prose,Q,PS,no_conj,2,NP,det,2,AdjP,NA,1,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
nom,427951,Genesis,4,19,NmCl,NA_,Genesis,ebh,prose,N,SP,no_conj,2,NP,det,3,PrNP,det,1,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
nom,427952,Genesis,4,19,NmCl,NA_,Genesis,ebh,prose,N,SP,W,3,NP,det,3,PrNP,det,1,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
hyh,427954,Genesis,4,20,XQtl,NA_,Genesis,ebh,prose,N,SP,no_conj,2,PPrP,det,1,NP,und,5,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
nom,427955,Genesis,4,21,NmCl,NA_,Genesis,ebh,prose,N,SP,W,3,NP,det,3,PrNP,det,1,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,perf
hyh,427956,Genesis,4,21,XQtl,NA_,Genesis,ebh,prose,N,SP,no_conj,2,PPrP,det,1,NP,und,6,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,427959,Genesis,4,22,NmCl,NA_,Genesis,ebh,prose,N,SP,W,3,NP,det,2,PrNP,det,1,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,perf
nom,427977,Genesis,5,1,NmCl,NA_,Genesis,ebh,prose,?,SP,no_conj,2,DPrP,det,1,NP,det,3,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_mother
hyh,427987,Genesis,5,4,WayX,NA_,Genesis,ebh,prose,N,SP,W,3,NP,det,2,NP,und,3,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
hyh,427990,Genesis,5,5,WayX,NA_,Genesis,ebh,prose,N,SP,W,3,NP,det,3,NP,und,6,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
hyh,427998,Genesis,5,8,WayX,NA_,Genesis,ebh,prose,N,SP,W,3,NP,det,3,NP,und,7,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
hyh,428005,Genesis,5,11,WayX,NA_,Genesis,ebh,prose,N,SP,W,3,NP,det,3,NP,und,6,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
hyh,428012,Genesis,5,14,WayX,NA_,Genesis,ebh,prose,N,SP,W,3,NP,det,3,NP,und,6,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
hyh,428019,Genesis,5,17,WayX,NA_,Genesis,ebh,prose,N,SP,W,3,NP,det,3,NP,und,8,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
hyh,428026,Genesis,5,20,WayX,NA_,Genesis,ebh,prose,N,SP,W,3,NP,det,3,NP,und,8,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
hyh,428033,Genesis,5,23,WayX,NA_,Genesis,ebh,prose,N,SP,W,3,NP,det,3,NP,und,8,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
hyh,428042,Genesis,5,27,WayX,NA_,Genesis,ebh,prose,N,SP,W,3,NP,det,3,NP,und,8,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
hyh,428053,Genesis,5,31,WayX,NA_,Genesis,ebh,prose,N,SP,W,3,NP,det,3,NP,und,8,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
hyh,428055,Genesis,5,32,WayX,NA_,Genesis,ebh,prose,N,SP,W,3,PrNP,det,1,NP,und,4,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
nom,428062,Genesis,6,2,AjCl,Objc_,Genesis,ebh,prose,N,PS,KJ,3,PPrP,det,1,AdjP,NA,1,SubArg,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
nom,428067,Genesis,6,3,NmCl,Adju_,Genesis,ebh,prose,Q,SP,B_C,3,PPrP,det,2,NP,und,1,SubAdv,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,impf
hyh,428068,Genesis,6,3,WQtX,NA_,Genesis,ebh,prose,Q,SP,W,3,NP,det,2,NP,und,4,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,impf
hyh,428069,Genesis,6,4,XQtl,NA_,Genesis,ebh,prose,N,SP,no_conj,3,NP,det,2,PP,det,3,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,wayq
nom,428073,Genesis,6,4,NmCl,NA_,Genesis,ebh,prose,N,SP,no_conj,2,PPrP,det,1,NP,det,2,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,perf
nom,428077,Genesis,6,5,AjCl,Objc_,Genesis,ebh,prose,N,PS,KJ,4,NP,det,3,AdjP,NA,1,SubArg,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
nom,428078,Genesis,6,5,AjCl,Coor_,Genesis,ebh,prose,N,SP,W,5,NP,det,5,AdjP,NA,1,SubAdv,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,nominal
nom,428088,Genesis,6,9,NmCl,NA_,Genesis,ebh,prose,N,SP,no_conj,2,DPrP,det,1,NP,det,2,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
hyh,428089,Genesis,6,9,XQtl,NA_,Genesis,ebh,prose,N,SP,no_conj,3,PrNP,det,1,NP,und,3,Main,non_neg,Hebrew,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,428106,Genesis,6,15,NmCl,NA_,Genesis,ebh,prose,Q,PS,no_conj,2,NP,det,3,NP,und,3,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,428107,Genesis,6,15,NmCl,NA_,Genesis,ebh,prose,Q,PS,no_conj,2,NP,det,2,NP,und,2,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,428108,Genesis,6,15,NmCl,NA_,Genesis,ebh,prose,Q,PS,W,3,NP,det,2,NP,und,2,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,428116,Genesis,6,17,NmCl,Attr_,Genesis,ebh,prose,Q,PS,>CR,3,NP,und,2,PP,det,2,SubMod,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,infc
nom,428140,Genesis,7,2,AjCl,Attr_,Genesis,ebh,prose,Q,PS,>CR,4,PPrP,det,1,AdjP,NA,1,SubMod,neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,no_pred
nom,428148,Genesis,7,6,NmCl,NA_,Genesis,ebh,prose,N,SP,W,3,PrNP,det,1,NP,und,4,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
nom,428150,Genesis,7,6,NmCl,PreC_,Genesis,ebh,prose,N,SP,no_conj,2,NP,und,1,PP,det,3,SubArg,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,perf
hyh,428157,Genesis,7,10,WXQt,NA_,Genesis,ebh,prose,N,SP,W,3,NP,det,3,PP,det,3,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
hyh,428160,Genesis,7,12,WayX,NA_,Genesis,ebh,prose,N,SP,W,4,NP,det,2,PP,det,3,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,perf
nom,428165,Genesis,7,15,NmCl,Attr_,Genesis,ebh,prose,N,PS,>CR,3,NP,und,2,PP,det,2,SubMod,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,wayq
hyh,428170,Genesis,7,17,WayX,NA_,Genesis,ebh,prose,N,SP,W,4,NP,det,2,PP,det,3,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,perf
nom,428186,Genesis,7,22,NmCl,RgRc_,Genesis,ebh,prose,N,SP,>CR,3,NP,und,3,PP,det,3,SubMod,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,perf
hyh,428203,Genesis,8,5,WXQt,NA_,Genesis,ebh,prose,N,SP,W,4,NP,det,2,AdvP,NA,3,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,wayq
nom,428216,Genesis,8,9,NmCl,NA_,Genesis,ebh,prose,N,SP,KJ,3,NP,und,1,PP,det,5,SubAdv,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,perf
nom,428224,Genesis,8,11,NmCl,NA_,Genesis,ebh,prose,N,SP,W,4,NP,und,3,PP,det,3,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
nom,428256,Genesis,8,21,AjCl,NA_,Genesis,ebh,prose,Q,SP,KJ,4,NP,det,4,AdjP,NA,1,SubAdv,non_neg,Hebrew,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,impf
hyh,428266,Genesis,9,2,WXYq,NA_,Genesis,ebh,prose,Q,SP,W,3,NP,det,5,PP,det,11,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,impv
hyh,428270,Genesis,9,3,XYqt,NA_,Genesis,ebh,prose,Q,SP,no_conj,3,NP,und,2,PP,und,2,Main,non_neg,Hebrew,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,perf
nom,428271,Genesis,9,3,AjCl,Attr_,Genesis,ebh,prose,Q,SP,>CR,3,PPrP,det,1,AdjP,NA,1,SubMod,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,impf
nom,428297,Genesis,9,12,NmCl,NA_,Genesis,ebh,prose,Q,SP,no_conj,3,DPrP,det,1,NP,det,3,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,wayq
hyh,428307,Genesis,9,15,WxYX,NA_,Genesis,ebh,prose,Q,SP,W,5,NP,det,2,PP,und,2,Main,neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,perf
hyh,428309,Genesis,9,16,WQtX,NA_,Genesis,ebh,prose,Q,SP,W,3,NP,det,2,PP,det,3,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,perf
nom,428314,Genesis,9,17,NmCl,NA_,Genesis,ebh,prose,Q,SP,no_conj,2,DPrP,det,1,NP,det,3,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
hyh,428317,Genesis,9,18,WayX,NA_,Genesis,ebh,prose,N,SP,W,3,NP,det,2,PrNP,det,5,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
nom,428320,Genesis,9,18,NmCl,Resu_,Genesis,ebh,prose,N,SP,no_conj,2,PPrP,det,1,NP,det,2,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_pred
nom,428321,Genesis,9,19,NmCl,NA_,Genesis,ebh,prose,N,PS,no_conj,2,NP,det,2,NP,det,2,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
nom,428324,Genesis,9,20,NmCl,NA_,Genesis,ebh,prose,N,SP,no_conj,2,PrNP,det,1,NP,det,3,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
nom,428335,Genesis,9,23,NmCl,NA_,Genesis,ebh,prose,N,SP,W,3,NP,det,2,AdvP,NA,1,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wayq
hyh,428345,Genesis,9,26,WYqX,NA_,Genesis,ebh,prose,Q,SP,W,4,PrNP,det,1,NP,und,1,Main,non_neg,Hebrew,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ptcp
hyh,428348,Genesis,9,27,WYqX,NA_,Genesis,ebh,prose,Q,SP,W,4,PrNP,det,1,NP,und,1,Main,non_neg,Hebrew,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,impf
nom,428352,Genesis,10,1,NmCl,NA_,Genesis,ebh,prose,?,SP,W,3,DPrP,det,1,NP,det,7,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_mother
nom,428354,Genesis,10,2,NmCl,NA_,Genesis,ebh,prose,?,SP,no_conj,2,NP,det,2,PrNP,det,13,Main,non_neg,Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,428355,Genesis,10,3,NmCl,NA_,Genesis,ebh,prose,?,SP,W,3,NP,det,2,PrNP,det,5,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,428356,Genesis,10,4,NmCl,NA_,Genesis,ebh,prose,?,SP,W,3,NP,det,2,PrNP,det,6,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,428359,Genesis,10,6,NmCl,NA_,Genesis,ebh,prose,?,SP,W,3,NP,det,2,PrNP,det,7,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,428360,Genesis,10,7,NmCl,NA_,Genesis,ebh,prose,?,SP,W,3,NP,det,2,PrNP,det,9,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
nom,428361,Genesis,10,7,NmCl,NA_,Genesis,ebh,prose,?,SP,W,3,NP,det,2,PrNP,det,3,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nominal
hyh,428365,Genesis,10,9,XQtl,NA_,Genesis,ebh,prose,?,SP,no_conj,3,PPrP,det,1,NP,und,2,Main,non_neg,Hebrew,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,perf
hyh,428368,Genesis,10,10,WayX,NA_,Genesis,ebh,prose,N,SP,W,4,NP,det,3,PrNP,det,7,Main,non_neg,Hebrew,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,perf
